transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_34fb7d3d,CUST_31970,4510103925226893,2024-10-19 07:34:22.569377+00:00,Grocery,physical,Safeway,97199.19,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Safari,web,cfc8711adfde502f49a4b4e0960f90f6,37.227.153.76,1,False,7,True,"{'num_transactions': 499, 'total_amount': 23087348.750914123, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 4116345.354142795}",False
TX_f7221cbf,CUST_11820,374678489028028,2024-10-26 09:04:19.849499+00:00,Travel,airlines,JetBlue,781112.65,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Safari,web,42427b85a52626dd6e611e619a9573dd,195.227.204.109,0,True,9,True,"{'num_transactions': 145, 'total_amount': 56336151.904305995, 'unique_merchants': 72, 'unique_countries': 11, 'max_single_amount': 1988864.205109698}",False
TX_8b413a17,CUST_23088,376981357151932,2024-10-08 10:11:44.773851+00:00,Healthcare,pharmacy,Rite Aid,201.61,EUR,France,Unknown City,medium,Premium Debit,False,Firefox,web,bda3a5f5b83a5d5b3f91d5224f03c11f,42.116.51.149,0,False,10,False,"{'num_transactions': 976, 'total_amount': 28668126.61758317, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3543041.590943866}",False
TX_f7162a39,CUST_23054,6339839893175059,2024-10-09 19:14:08.208555+00:00,Entertainment,gaming,Epic Games,219.43,CAD,Canada,Unknown City,medium,Basic Debit,False,iOS App,mobile,03dd655b69f01bd645a0be3947bbe7d6,34.221.179.126,0,True,19,False,"{'num_transactions': 854, 'total_amount': 27718181.583445884, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2243597.112883857}",False
TX_b0761a0a,CUST_30754,6613772417966579,2024-10-17 05:47:05.040653+00:00,Education,supplies,Chegg,693.08,EUR,France,Unknown City,medium,Platinum Credit,False,Android App,mobile,c5e6d0d539ef1440818302a8768c6077,130.203.121.146,1,False,5,False,"{'num_transactions': 407, 'total_amount': 11412167.12409648, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 964593.106353453}",False
TX_a5727bb6,CUST_52347,4138915491956054,2024-10-27 17:45:21.722217+00:00,Healthcare,medical,Lab Corp,3886.88,MXN,Mexico,Unknown City,medium,Basic Debit,False,Safari,web,d1788bc20678631b3375745b33ad95d5,236.174.14.124,0,False,17,True,"{'num_transactions': 117, 'total_amount': 2518717.5752492533, 'unique_merchants': 64, 'unique_countries': 10, 'max_single_amount': 883604.6517801518}",False
TX_69717adc,CUST_98225,4897300884136609,2024-10-03 13:07:15.432809+00:00,Travel,booking,Hotels.com,52.41,MXN,Mexico,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,3ea420f10c9f67b7a42d785fb99a1d70,48.142.74.227,1,True,13,False,"{'num_transactions': 1096, 'total_amount': 22767529.30224466, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3127978.7387399403}",True
TX_165bb52c,CUST_72581,4677424290156054,2024-10-10 20:52:22.789262+00:00,Gas,major,BP,51997.14,JPY,Japan,Unknown City,medium,Premium Debit,False,Firefox,web,f3454bb20f4a435749571bedd336383b,96.229.225.73,0,False,20,False,"{'num_transactions': 72, 'total_amount': 7866501.806423007, 'unique_merchants': 45, 'unique_countries': 8, 'max_single_amount': 3724512.800164753}",False
TX_d6f377f9,CUST_52247,374735318841540,2024-10-05 10:06:23.709654+00:00,Gas,local,Truck Stop,4020.35,BRL,Brazil,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,c92625011c57a544580366a7689604f9,70.186.13.42,1,False,10,True,"{'num_transactions': 215, 'total_amount': 3385346.129840193, 'unique_merchants': 82, 'unique_countries': 12, 'max_single_amount': 754970.2844897691}",True
TX_8349f2d2,CUST_62047,4381410479881825,2024-10-04 00:53:46.759327+00:00,Gas,major,Chevron,287.06,EUR,France,Unknown City,medium,Basic Credit,False,Edge,web,fcf2017f4e9d276b8c8abf9ed72e9462,76.201.242.32,1,False,0,False,"{'num_transactions': 499, 'total_amount': 13202865.715035785, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1713601.5998806949}",False
TX_3ed01903,CUST_91801,378356115517922,2024-10-07 14:26:10.647851+00:00,Education,online,Skillshare,250.12,GBP,UK,Unknown City,medium,Basic Debit,False,Firefox,web,ca4b06f411cf6a8f20f120a4bfd90c41,226.81.248.69,1,False,14,False,"{'num_transactions': 688, 'total_amount': 69042598.39300108, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1552121.457460133}",False
TX_40969d36,CUST_23394,379091921129807,2024-10-17 03:23:01.674353+00:00,Gas,local,Local Gas Station,12240.69,MXN,Mexico,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,bbf94ffbff3055b4932012ac471231c8,236.215.84.150,1,False,3,False,"{'num_transactions': 586, 'total_amount': 9677595.713827582, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 714284.9129213775}",True
TX_ec0de47d,CUST_80130,374961172834575,2024-10-19 18:43:47.552663+00:00,Entertainment,gaming,Xbox Live,381.65,SGD,Singapore,Unknown City,medium,Premium Debit,False,Edge,web,26973343e6c691b002acd00701333c74,250.83.124.192,0,True,18,True,"{'num_transactions': 203, 'total_amount': 3166517.0990479435, 'unique_merchants': 85, 'unique_countries': 11, 'max_single_amount': 926772.4105277681}",False
TX_f4bcc1d1,CUST_97149,4802380934486414,2024-10-09 17:19:10.248413+00:00,Education,online,Udemy,544.04,SGD,Singapore,Unknown City,medium,Premium Debit,False,Edge,web,634a2e810a7c19c2acc3ac045d815033,224.67.159.161,0,False,17,False,"{'num_transactions': 177, 'total_amount': 7088944.369345859, 'unique_merchants': 82, 'unique_countries': 11, 'max_single_amount': 1406863.6260543421}",False
TX_42b36e06,CUST_71884,5430727218356340,2024-10-02 14:12:19.411000+00:00,Restaurant,premium,Capital Grille,7342.31,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Firefox,web,554c9f41857734d0ae92aadaf8b6acad,245.73.212.119,0,False,14,False,"{'num_transactions': 1065, 'total_amount': 47695685.65413709, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1824751.4343107287}",False
TX_66e68d8d,CUST_19819,4031496297799061,2024-10-27 01:46:53.022243+00:00,Retail,online,Shopify Store,491896.81,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,iOS App,mobile,6c543c4c82dc884eb8d3e38118378760,192.168.224.197,0,False,1,True,"{'num_transactions': 36, 'total_amount': 12493730.68456399, 'unique_merchants': 30, 'unique_countries': 3, 'max_single_amount': 703430.3717881036}",False
TX_6bdd67ee,CUST_46086,5165335711562090,2024-10-03 09:51:36.167740+00:00,Grocery,physical,Food Lion,142.95,GBP,UK,Unknown City,medium,Basic Credit,False,Chrome,web,443da6bf93d67fc0df87cafe8e72e680,145.43.74.122,0,False,9,False,"{'num_transactions': 535, 'total_amount': 17033997.50632528, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1965887.3537416446}",False
TX_72073400,CUST_57145,4227175282886158,2024-10-24 04:21:12.892625+00:00,Healthcare,medical,Lab Corp,17.4,MXN,Mexico,Unknown City,medium,Basic Credit,False,Android App,mobile,3a48e93e514a61b5b96e94e3fb7361f1,42.116.71.219,0,False,4,False,"{'num_transactions': 83, 'total_amount': 3922174.3316204743, 'unique_merchants': 53, 'unique_countries': 11, 'max_single_amount': 2313501.4949223376}",True
TX_6503ae90,CUST_56841,4180352358535168,2024-10-15 01:35:51.250943+00:00,Gas,major,Texaco,1946.65,BRL,Brazil,Unknown City,medium,Basic Debit,False,Chrome,web,2532c36b4a3cb8dd176b5ec3e4ac3470,25.27.13.105,0,False,1,False,"{'num_transactions': 250, 'total_amount': 6367960.045751218, 'unique_merchants': 89, 'unique_countries': 12, 'max_single_amount': 789746.058278561}",False
TX_f0edcb71,CUST_90533,4693993743541484,2024-10-25 13:00:13.777619+00:00,Travel,transport,Careem,5489.48,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,470cca44d4b902aff95bd0807da68b04,143.27.50.12,0,True,13,False,"{'num_transactions': 9, 'total_amount': 228664.76752250898, 'unique_merchants': 9, 'unique_countries': 3, 'max_single_amount': 60440.34226337644}",False
TX_9dca3d67,CUST_22767,378923611509990,2024-10-06 06:22:06.662090+00:00,Entertainment,events,LiveNation,675.76,EUR,France,Unknown City,medium,Platinum Credit,False,Safari,web,cb8627624b93e200eeba2997534f0fbc,216.120.78.177,1,True,6,True,"{'num_transactions': 1516, 'total_amount': 59218438.793622635, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5366891.642971366}",True
TX_226fabe2,CUST_74049,378670119671588,2024-10-08 08:49:17.591857+00:00,Travel,booking,Booking.com,2050.86,CAD,Canada,Unknown City,medium,Gold Credit,False,iOS App,mobile,b1fd924b33656f1fda787c7086a58322,178.136.232.234,0,True,8,False,"{'num_transactions': 450, 'total_amount': 13058015.386282153, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2368414.8033825695}",False
TX_f28d4e4b,CUST_79177,4392188881261318,2024-10-29 08:40:53.264562+00:00,Grocery,online,Amazon Fresh,375.99,EUR,France,Unknown City,medium,Gold Credit,False,Firefox,web,ab9e87d61473dd8ac44728e1c16c6257,28.140.20.75,0,False,8,False,"{'num_transactions': 30, 'total_amount': 6691608.026291906, 'unique_merchants': 27, 'unique_countries': 10, 'max_single_amount': 5158935.1902596885}",False
TX_dfed557b,CUST_53059,378980598913546,2024-10-15 06:23:26.592407+00:00,Grocery,physical,Food Lion,234.55,GBP,UK,Unknown City,medium,Gold Credit,False,iOS App,mobile,81522100a6898e44af5830549346a1af,192.104.28.135,0,False,6,False,"{'num_transactions': 356, 'total_amount': 11149222.413701816, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 4123619.834423792}",False
TX_668c18eb,CUST_32843,4713901422125202,2024-10-11 08:41:44.087368+00:00,Restaurant,casual,Chili's,120.99,CAD,Canada,Unknown City,medium,Basic Credit,False,Safari,web,648b41dee73a75bd6bfbdd2c0472ed7d,41.17.19.121,0,False,8,False,"{'num_transactions': 1070, 'total_amount': 26318588.63753496, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1729237.4987795767}",False
TX_bee33aa5,CUST_87613,4402128989388033,2024-10-16 17:33:14.283100+00:00,Healthcare,medical,Local Hospital,908.37,USD,USA,Phoenix,medium,Platinum Credit,False,iOS App,mobile,f9a4c542d731be63452de012cae822bf,20.227.57.96,0,False,17,False,"{'num_transactions': 368, 'total_amount': 14771740.35434327, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1546132.085912676}",False
TX_9989f866,CUST_57224,373023240750480,2024-10-29 18:03:39.735047+00:00,Grocery,physical,Kroger,9778.72,MXN,Mexico,Unknown City,medium,Gold Credit,False,Firefox,web,b1f1c58af551e0c4b1c0a1bfe699b055,224.40.94.224,0,False,18,False,"{'num_transactions': 83, 'total_amount': 2069405.893942902, 'unique_merchants': 52, 'unique_countries': 11, 'max_single_amount': 561922.6350004071}",False
TX_328d150e,CUST_95404,4992009519227733,2024-10-26 01:53:56.010345+00:00,Entertainment,gaming,Epic Games,220.52,CAD,Canada,Unknown City,medium,Basic Credit,False,Android App,mobile,28aa124ad2665fe19f19cf950924303e,197.127.199.169,0,True,1,True,"{'num_transactions': 314, 'total_amount': 9855078.302061532, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 1459603.7518140818}",False
TX_e5e625d5,CUST_25054,4418636718875684,2024-10-01 19:53:16.188653+00:00,Education,online,Udemy,714.49,EUR,Germany,Unknown City,medium,Platinum Credit,False,Edge,web,0ca55b22ceed1df915af300314907a26,151.30.124.21,0,False,19,False,"{'num_transactions': 1063, 'total_amount': 28908242.600045707, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4860462.876935324}",False
TX_e56e73b1,CUST_59992,5339022052155913,2024-10-25 06:01:52.268851+00:00,Healthcare,medical,Lab Corp,95340.13,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Firefox,web,e7818cb9230a44ae955f83e5ece4a980,11.12.150.37,0,False,6,False,"{'num_transactions': 121, 'total_amount': 9155036.243493462, 'unique_merchants': 73, 'unique_countries': 12, 'max_single_amount': 926920.6230983544}",False
TX_1a2e725b,CUST_11802,379154195398647,2024-10-08 12:34:09.850187+00:00,Restaurant,fast_food,Burger King,918.95,BRL,Brazil,Unknown City,medium,Basic Credit,False,Firefox,web,3e9faafd0d26fc07304a0715974f17de,154.221.16.33,0,False,12,False,"{'num_transactions': 1148, 'total_amount': 25436743.09957034, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 991721.1768864688}",False
TX_f2b40253,CUST_65028,5754732621976286,2024-10-03 21:02:15.113967+00:00,Travel,hotels,Holiday Inn,8858.06,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Chrome,web,b76fe4e48810e67c580dfc4e6c2da6fb,161.7.62.13,1,True,21,False,"{'num_transactions': 118, 'total_amount': 5579542.32612539, 'unique_merchants': 67, 'unique_countries': 10, 'max_single_amount': 938572.1871237342}",True
TX_d8f57b5f,CUST_63859,4835402429741169,2024-10-27 15:28:20.869274+00:00,Education,online,Udemy,38200.69,RUB,Russia,Unknown City,medium,Gold Credit,False,Edge,web,121b2787e61216850dacb30869a290f2,165.114.46.169,0,False,15,True,"{'num_transactions': 169, 'total_amount': 10829191.104218742, 'unique_merchants': 87, 'unique_countries': 9, 'max_single_amount': 1375030.159721183}",False
TX_ab35f79b,CUST_37015,5919636386893127,2024-10-28 05:43:19.656568+00:00,Retail,physical,Nike Store,21400.49,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Safari,web,6ace33a87e67edea8178141f78570a13,209.55.209.43,0,False,5,False,"{'num_transactions': 140, 'total_amount': 8182701.590154002, 'unique_merchants': 78, 'unique_countries': 10, 'max_single_amount': 1940406.7940076792}",False
TX_74cd84ce,CUST_45924,5473363683786569,2024-10-22 18:41:07.498214+00:00,Restaurant,casual,TGI Fridays,17322.11,JPY,Japan,Unknown City,medium,Premium Debit,False,iOS App,mobile,500e5ea863ce3ba22c5ecbae2f5660d2,85.119.82.219,0,False,18,False,"{'num_transactions': 10, 'total_amount': 515358.97399484954, 'unique_merchants': 9, 'unique_countries': 5, 'max_single_amount': 209602.29681981145}",False
TX_b09825d3,CUST_12399,375351788776635,2024-10-22 16:35:55.301711+00:00,Retail,physical,Macy's,559.37,GBP,UK,Unknown City,medium,Platinum Credit,False,Firefox,web,9c083040312fdbc6c012b5d1a6f3f4d8,230.20.63.208,0,False,16,False,"{'num_transactions': 172, 'total_amount': 5308191.352393263, 'unique_merchants': 77, 'unique_countries': 12, 'max_single_amount': 1582077.5235798918}",False
TX_112e5484,CUST_38866,4573252498307129,2024-10-14 15:41:40.407184+00:00,Grocery,physical,Safeway,978.87,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Edge,web,b74df3f7883a20f3c24b5d9f5b896ce5,94.142.76.70,0,False,15,False,"{'num_transactions': 408, 'total_amount': 14406498.79073511, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 2023636.2751040286}",False
TX_307f6081,CUST_99795,4333229988348368,2024-10-27 23:45:20.150232+00:00,Restaurant,premium,Nobu,689.54,USD,USA,San Diego,medium,Platinum Credit,False,Firefox,web,479feee23455b9c15677e6654fad554c,16.101.77.153,0,False,23,True,"{'num_transactions': 64, 'total_amount': 5109991.477976107, 'unique_merchants': 46, 'unique_countries': 10, 'max_single_amount': 3677438.1990256896}",False
TX_4847819e,CUST_10822,4542299603007118,2024-10-27 08:14:29.656184+00:00,Travel,transport,Uber,4749.17,MXN,Mexico,Unknown City,medium,Platinum Credit,True,NFC Payment,pos,9029d6a408295eb18b01022d5dc2c3a5,62.2.12.80,0,True,8,True,"{'num_transactions': 37, 'total_amount': 836327.2214886675, 'unique_merchants': 29, 'unique_countries': 5, 'max_single_amount': 41452.51547305884}",True
TX_4c4245db,CUST_48086,5352202727556073,2024-10-17 21:02:04.047879+00:00,Entertainment,streaming,Spotify,165.56,USD,USA,Dallas,medium,Premium Debit,False,Chrome,web,886d618a40b50fe5f20fa87e62cd512d,223.171.91.32,1,True,21,False,"{'num_transactions': 331, 'total_amount': 13002701.996054173, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 5372317.654262363}",False
TX_c7de2522,CUST_69688,4693201893043313,2024-09-30 17:58:02.146668+00:00,Grocery,online,FreshDirect,30912.57,RUB,Russia,Unknown City,medium,Premium Debit,False,Safari,web,5b69c09c2816a7b4dec77e5cc6eed545,126.83.181.103,0,False,17,False,"{'num_transactions': 849, 'total_amount': 48789860.63839118, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3988427.172718261}",False
TX_420fe939,CUST_35871,5821099565279849,2024-10-17 01:45:31.724278+00:00,Restaurant,casual,Red Lobster,198360.65,NGN,Nigeria,Unknown City,medium,Basic Credit,True,Chip Reader,pos,f816eab00ca58118bb9228edddd833aa,55.223.200.131,1,False,1,False,"{'num_transactions': 397, 'total_amount': 9081185.502130952, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 987802.7987292382}",True
TX_dd752f07,CUST_14464,6835729731014553,2024-10-11 14:41:00.735204+00:00,Entertainment,gaming,Nintendo eShop,255.28,EUR,Germany,Unknown City,medium,Gold Credit,False,Safari,web,4e3a561c3e52aa1b25596ef2853900b9,92.94.250.112,0,True,14,False,"{'num_transactions': 604, 'total_amount': 21706894.461270325, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2235146.178315375}",False
TX_ac515635,CUST_79678,4588142975407414,2024-10-07 17:39:32.822522+00:00,Grocery,online,FreshDirect,280.56,GBP,UK,Unknown City,medium,Gold Credit,False,Chrome,web,69737433b50354e0ede08797bb92c02f,11.210.168.191,0,False,17,False,"{'num_transactions': 31, 'total_amount': 411305.6889662981, 'unique_merchants': 27, 'unique_countries': 7, 'max_single_amount': 172464.76809744138}",False
TX_0799f28c,CUST_15638,6940232251527585,2024-10-19 16:08:21.283619+00:00,Grocery,online,Instacart,279.83,EUR,France,Unknown City,medium,Premium Debit,False,Safari,web,4a896ae9fb8ba0901b305749e7f48b90,222.200.227.255,0,False,16,True,"{'num_transactions': 516, 'total_amount': 19809363.199892446, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 5866102.347570126}",False
TX_d30adce3,CUST_36724,6940286746187983,2024-10-23 14:55:19.874737+00:00,Retail,online,AliExpress,29366.89,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Edge,web,a613c5d0751bff754269881499951f45,196.104.199.71,0,False,14,False,"{'num_transactions': 171, 'total_amount': 8725772.93516173, 'unique_merchants': 83, 'unique_countries': 11, 'max_single_amount': 893388.9752636726}",False
TX_30cc0318,CUST_60071,379239643871947,2024-10-06 11:18:58.730347+00:00,Grocery,physical,Trader Joe's,24791.24,RUB,Russia,Unknown City,medium,Gold Credit,False,Safari,web,6d945d3387a7d9eb150ec7d30bd3d621,79.78.219.117,0,False,11,True,"{'num_transactions': 465, 'total_amount': 27439205.654056855, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 5672566.723649628}",False
TX_5a81b13f,CUST_97523,370034989366902,2024-10-22 03:57:59.337671+00:00,Healthcare,pharmacy,CVS Pharmacy,1.48,CAD,Canada,Unknown City,medium,Gold Credit,False,iOS App,mobile,a78bfe989810c38c13a77e0a37a93cd8,202.113.167.119,1,False,3,False,"{'num_transactions': 199, 'total_amount': 33165991.13391052, 'unique_merchants': 83, 'unique_countries': 11, 'max_single_amount': 1030133.0250193854}",True
TX_a16e37a6,CUST_83329,6831136248467619,2024-10-07 13:34:14.103931+00:00,Healthcare,medical,Local Hospital,57589.52,JPY,Japan,Unknown City,medium,Gold Credit,False,Firefox,web,c99337025e14f7c465e4c659d306d854,157.139.49.98,0,False,13,False,"{'num_transactions': 579, 'total_amount': 37991059.04199465, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1135934.6689380931}",False
TX_1ef847c9,CUST_53591,6192184248118504,2024-10-20 05:04:43.419029+00:00,Restaurant,premium,Nobu,1569.15,USD,USA,San Antonio,medium,Platinum Credit,False,iOS App,mobile,efc6e1187adeacf56ab1eaaf71c6c33e,31.152.52.137,0,False,5,True,"{'num_transactions': 228, 'total_amount': 8166361.55861028, 'unique_merchants': 88, 'unique_countries': 12, 'max_single_amount': 3589048.717368442}",False
TX_d9636d8c,CUST_57793,378828159537909,2024-10-07 04:06:13.459924+00:00,Restaurant,casual,TGI Fridays,28657.69,RUB,Russia,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,83a8dec8418d5caf931485f59ee637ed,95.15.56.12,1,False,4,False,"{'num_transactions': 199, 'total_amount': 16914116.05781525, 'unique_merchants': 79, 'unique_countries': 12, 'max_single_amount': 579412.0415253149}",True
TX_866a87e4,CUST_27482,371723787274644,2024-10-10 00:11:28.160501+00:00,Healthcare,pharmacy,Rite Aid,80295.35,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Safari,web,16a84cae2dcb7ea3ada3643ab9de7512,109.177.124.168,0,False,0,False,"{'num_transactions': 791, 'total_amount': 82698630.9747011, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1883664.9782637039}",False
TX_a035dc91,CUST_84675,378988156581803,2024-10-15 22:12:00.497935+00:00,Healthcare,medical,Local Hospital,435.21,SGD,Singapore,Unknown City,medium,Gold Credit,False,Android App,mobile,3b9ae82b1a16b7ff49496c8f5853b211,254.163.150.190,0,False,22,False,"{'num_transactions': 430, 'total_amount': 8905624.524197431, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 695270.8151297095}",False
TX_3996b5d9,CUST_62672,4830546415900018,2024-10-22 13:57:03.936553+00:00,Retail,online,Etsy,31465.69,MXN,Mexico,Unknown City,medium,Platinum Credit,False,iOS App,mobile,4f8cb670c7d4283b91e59e0baa7e9430,251.1.214.104,0,False,13,False,"{'num_transactions': 319, 'total_amount': 14173214.48857537, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1922208.4723941057}",False
TX_421cf4ba,CUST_96447,370514477318846,2024-10-11 15:15:28.584795+00:00,Education,supplies,Chegg,77668.85,JPY,Japan,Unknown City,medium,Platinum Credit,False,Safari,web,28b83ced5f0d211587b2845890dad2a1,28.225.144.121,0,False,15,False,"{'num_transactions': 401, 'total_amount': 26056159.88372533, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1669327.184786037}",False
TX_d3f252af,CUST_98661,4024909071672014,2024-10-14 17:00:56.207720+00:00,Travel,airlines,Southwest,425.11,CAD,Canada,Unknown City,medium,Basic Debit,False,Android App,mobile,a9bc9af294354fa61a95c8ee1e2e41f8,225.111.225.101,0,True,17,False,"{'num_transactions': 1379, 'total_amount': 43797947.978315584, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1230357.8787577052}",False
TX_b2e5cd5b,CUST_56491,6595650112013537,2024-10-11 01:14:09.210531+00:00,Entertainment,events,AMC Theaters,112226.85,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,5c51774e43c9db3aa687f23c27956104,35.233.36.89,1,True,1,False,"{'num_transactions': 1010, 'total_amount': 23282926.95588493, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1942803.1901055467}",True
TX_ee25f289,CUST_57338,376262071332284,2024-10-27 12:06:20.335116+00:00,Gas,local,Highway Gas Stop,72069.99,RUB,Russia,Unknown City,medium,Platinum Credit,False,Chrome,web,2a12307215742f156c9626f6b9a64f41,73.140.204.138,1,False,12,True,"{'num_transactions': 124, 'total_amount': 31004134.84860575, 'unique_merchants': 73, 'unique_countries': 12, 'max_single_amount': 3437218.4491519043}",False
TX_0aa14f99,CUST_29270,4656976519923122,2024-09-30 01:08:18.741794+00:00,Restaurant,casual,Olive Garden,1408.45,BRL,Brazil,Unknown City,medium,Premium Debit,False,Edge,web,29f50ff9a7804cbc73d894106d2b6ee6,117.87.197.232,1,False,1,False,"{'num_transactions': 946, 'total_amount': 37958433.211157605, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5394840.753283763}",False
TX_610974dd,CUST_39562,6829187521805524,2024-10-12 20:46:55.045354+00:00,Entertainment,events,AMC Theaters,1275.98,USD,USA,Phoenix,medium,Platinum Credit,False,iOS App,mobile,a58e5198d620371b9084fa7749e1a7fc,98.253.240.226,0,True,20,True,"{'num_transactions': 723, 'total_amount': 17373918.626107372, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1910951.1165885995}",False
TX_8deb5a43,CUST_84137,4841442872061691,2024-10-23 17:49:55.790822+00:00,Entertainment,gaming,Xbox Live,1829.61,NGN,Nigeria,Unknown City,medium,Premium Debit,False,iOS App,mobile,5cdcf6f748976ea070ba048b62df47f9,154.238.183.17,1,True,17,False,"{'num_transactions': 103, 'total_amount': 3048207.5416183285, 'unique_merchants': 67, 'unique_countries': 10, 'max_single_amount': 1036755.423396105}",True
TX_d23518d1,CUST_37092,6525787069196355,2024-10-17 12:30:01.347218+00:00,Travel,booking,Hotels.com,2033.67,EUR,France,Unknown City,medium,Platinum Credit,False,Chrome,web,ac00f7227b9e60ad7194ccbb4ada1a5e,182.95.15.165,0,True,12,False,"{'num_transactions': 583, 'total_amount': 15557659.180809833, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1854545.4517648085}",False
TX_b960c7f1,CUST_73324,4771547144907770,2024-10-17 16:40:36.906803+00:00,Education,supplies,Chegg,409.07,USD,USA,San Jose,medium,Premium Debit,False,Edge,web,6bbceb60544a385b27325db16123044c,190.208.23.65,0,False,16,False,"{'num_transactions': 39, 'total_amount': 123483.86149617133, 'unique_merchants': 33, 'unique_countries': 7, 'max_single_amount': 87762.06339662518}",False
TX_95646f2f,CUST_49028,4942314141396307,2024-10-22 20:06:17.682762+00:00,Education,online,Coursera,601.75,SGD,Singapore,Unknown City,medium,Premium Debit,False,Edge,web,5d324d1a4aeb64b8f53bd108d9ee5405,95.246.117.191,0,False,20,False,"{'num_transactions': 420, 'total_amount': 17839936.231606804, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 4634348.349913962}",False
TX_66674aae,CUST_29571,370932145832636,2024-10-07 19:16:47.914305+00:00,Retail,physical,Walmart,11314.37,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,7439614cb631b8dacbd255136b65afb1,85.131.2.9,0,False,19,False,"{'num_transactions': 661, 'total_amount': 19338952.33846687, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1689253.6067856774}",False
TX_f2c7cc99,CUST_25017,371540663576730,2024-10-30 08:32:58.503818+00:00,Travel,transport,Careem,340.88,BRL,Brazil,Unknown City,medium,Basic Debit,False,iOS App,mobile,2be7898bc24616a9afc21cfeddf9eb5c,38.58.106.239,0,True,8,False,"{'num_transactions': 22, 'total_amount': 449467.2098574971, 'unique_merchants': 20, 'unique_countries': 5, 'max_single_amount': 398374.90290399396}",False
TX_874a63d3,CUST_21446,376295715510683,2024-10-18 09:28:06.019165+00:00,Education,supplies,Barnes & Noble,8282.58,MXN,Mexico,Unknown City,medium,Basic Credit,False,Safari,web,f5e13f5e76df2089adeac55923aa2c9b,154.216.82.138,0,False,9,False,"{'num_transactions': 199, 'total_amount': 7625930.643693578, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 1851203.9009978266}",False
